,geometry,crimes_2021,crimes_2022,crimes_2023,crimes_2020,gas_station,bar,liquor_store
2320,"POLYGON ((1452872 7477709, 1452872 7478209, 1453372 7478209, 1453372 7477709, 1452872 7477709))",0,0,0,2,994.550193208956,2443.776156618527,3748.450552403079
2380,"POLYGON ((1453372 7477709, 1453372 7478209, 1453872 7478209, 1453872 7477709, 1453372 7477709))",3,0,8,8,619.5683889838879,2601.546519222894,4148.503995645239
2260,"POLYGON ((1452372 7477709, 1452372 7478209, 1452872 7478209, 1452872 7477709, 1452372 7477709))",0,0,0,0,1324.1578520251862,2382.444021511036,3375.1559498395595
2321,"POLYGON ((1452872 7478209, 1452872 7478709, 1453372 7478709, 1453372 7478209, 1452872 7478209))",1,5,0,7,855.298811792337,1959.6025238417444,3455.0123455415937
2381,"POLYGON ((1453372 7478209, 1453372 7478709, 1453872 7478709, 1453872 7478209, 1453372 7478209))",0,0,3,0,355.3462526459257,2153.147565651382,3885.397555710148
2261,"POLYGON ((1452372 7478209, 1452372 7478709, 1452872 7478709, 1452872 7478209, 1452372 7478209))",1,0,0,0,1355.2863740321693,1882.5619945763794,3045.9656021976443
2382,"POLYGON ((1453372 7478709, 1453372 7479209, 1453872 7479209, 1453872 7478709, 1453372 7478709))",6,12,7,24,595.3865452082698,1733.2179860768208,3671.858239359503
2559,"POLYGON ((1454872 7477209, 1454872 7477709, 1455372 7477709, 1455372 7477209, 1454872 7477209))",10,11,14,13,1525.0126961553578,3845.523541465018,4499.475610446766
2439,"POLYGON ((1453872 7477209, 1453872 7477709, 1454372 7477709, 1454372 7477209, 1453872 7477209))",2,0,1,7,1017.9361079177794,3270.4810856989493,4254.02326358536
2499,"POLYGON ((1454372 7477209, 1454372 7477709, 1454872 7477709, 1454872 7477209, 1454372 7477209))",2,4,4,0,1196.2143710969683,3534.409274537701,4349.827277957754
2560,"POLYGON ((1454872 7477709, 1454872 7478209, 1455372 7478209, 1455372 7477709, 1454872 7477709))",5,1,3,5,1207.86326996683,3486.5529475043645,4970.951852489168
2500,"POLYGON ((1454372 7477709, 1454372 7478209, 1454872 7478209, 1454872 7477709, 1454372 7477709))",5,3,3,10,820.5697973117992,3140.0715067857664,4835.915518164638
2440,"POLYGON ((1453872 7477709, 1453872 7478209, 1454372 7478209, 1454372 7477709, 1453872 7477709))",4,4,3,3,527.8256250355876,2839.7265149489826,4568.291722291615
2561,"POLYGON ((1454872 7478209, 1454872 7478709, 1455372 7478709, 1455372 7478209, 1454872 7478209))",2,2,4,4,1011.3549134519112,3166.0782687010583,5251.088052979029
2501,"POLYGON ((1454372 7478209, 1454372 7478709, 1454872 7478709, 1454872 7478209, 1454372 7478209))",20,9,17,10,527.9701942702591,2779.936908549824,4786.932408345195
2441,"POLYGON ((1453872 7478209, 1453872 7478709, 1454372 7478709, 1454372 7478209, 1453872 7478209))",17,10,5,20,144.9339887176937,2435.5793617728846,4330.764138577852
2562,"POLYGON ((1454872 7478709, 1454872 7479209, 1455372 7479209, 1455372 7478709, 1454872 7478709))",1,0,0,0,1042.4700681514466,2896.9038215534197,5095.110843168475
2139,"POLYGON ((1451372 7477209, 1451372 7477709, 1451872 7477709, 1451872 7477209, 1451372 7477209))",3,4,3,3,293.5535883856595,1947.4246864985248,3191.714461783254
2079,"POLYGON ((1450872 7477209, 1450872 7477709, 1451372 7477709, 1451372 7477209, 1450872 7477209))",5,6,5,12,280.28351982867764,1475.969354618255,3004.635975868425
2199,"POLYGON ((1451872 7477209, 1451872 7477709, 1452372 7477709, 1452372 7477209, 1451872 7477209))",2,2,7,7,770.5767755523402,2430.3169100748005,3441.837454562597
2080,"POLYGON ((1450872 7477709, 1450872 7478209, 1451372 7478209, 1451372 7477709, 1450872 7477709))",18,20,21,26,685.0553216717326,1365.4761809453028,2532.6006616750055
2200,"POLYGON ((1451872 7477709, 1451872 7478209, 1452372 7478209, 1452372 7477709, 1451872 7477709))",5,2,2,8,992.2351078670065,2364.8424785495263,3038.4986140631713
2140,"POLYGON ((1451372 7477709, 1451372 7478209, 1451872 7478209, 1451872 7477709, 1451372 7477709))",13,9,6,13,690.5907988941827,1865.0744152823013,2751.9574796116026
2141,"POLYGON ((1451372 7478209, 1451372 7478709, 1451872 7478709, 1451872 7478209, 1451372 7478209))",13,16,9,20,857.939395198823,1914.2994121864426,2336.5570255450907
2081,"POLYGON ((1450872 7478209, 1450872 7478709, 1451372 7478709, 1451372 7478209, 1450872 7478209))",24,10,20,13,919.4488964297784,1431.9793523950373,2073.715234922711
2201,"POLYGON ((1451872 7478209, 1451872 7478709, 1452372 7478709, 1452372 7478209, 1451872 7478209))",6,3,3,10,1061.4771493170765,1935.9848334632836,2668.0896895902297
2202,"POLYGON ((1451872 7478709, 1451872 7479209, 1452372 7479209, 1452372 7478709, 1451872 7478709))",7,3,17,14,728.2896696949346,1454.6605869375765,2346.259012924951
2262,"POLYGON ((1452372 7478709, 1452372 7479209, 1452872 7479209, 1452872 7478709, 1452372 7478709))",6,4,7,6,1192.0904226075058,1382.7652769769397,2768.4174565634303
2322,"POLYGON ((1452872 7478709, 1452872 7479209, 1453372 7479209, 1453372 7478709, 1452872 7478709))",0,0,4,0,986.8850126001486,1485.9482491785006,3212.9953426481493
2263,"POLYGON ((1452372 7479209, 1452372 7479709, 1452872 7479709, 1452872 7479209, 1452372 7479209))",9,2,14,8,1150.978575011104,883.1987086736652,2559.367886381129
2323,"POLYGON ((1452872 7479209, 1452872 7479709, 1453372 7479709, 1453372 7479209, 1452872 7479209))",1,1,0,0,1163.3998017100516,1037.324610248098,3034.7269788092267
2383,"POLYGON ((1453372 7479209, 1453372 7479709, 1453872 7479709, 1453872 7479209, 1453372 7479209))",3,1,4,6,704.703784185726,1368.226858035577,3516.92645558393
2264,"POLYGON ((1452372 7479709, 1452372 7480209, 1452872 7480209, 1452872 7479709, 1452372 7479709))",4,0,6,1,1314.6953200634136,384.7598040239475,2436.5124136504796
2324,"POLYGON ((1452872 7479709, 1452872 7480209, 1453372 7480209, 1453372 7479709, 1452872 7479709))",1,4,4,0,1115.9405354199532,666.3651362549551,2931.8588983691648
2384,"POLYGON ((1453372 7479709, 1453372 7480209, 1453872 7480209, 1453872 7479709, 1453372 7479709))",1,0,2,7,623.2428125699221,1113.57302537356,3428.5566143816295
2325,"POLYGON ((1452872 7480209, 1452872 7480709, 1453372 7480709, 1453372 7480209, 1452872 7480209))",12,11,10,3,1195.2291395787847,558.6077717019355,2912.391691373317
2265,"POLYGON ((1452372 7480209, 1452372 7480709, 1452872 7480709, 1452872 7480209, 1452372 7480209))",9,6,2,10,1618.2628234491456,126.65012665711467,2413.052321419236
2142,"POLYGON ((1451372 7478709, 1451372 7479209, 1451872 7479209, 1451872 7478709, 1451372 7478709))",18,9,19,14,373.8075845888793,1679.2959939111497,1961.0526504043683
2082,"POLYGON ((1450872 7478709, 1450872 7479209, 1451372 7479209, 1451372 7478709, 1450872 7478709))",23,0,9,17,499.0574892815329,1639.0618168892927,1639.0618168892927
2203,"POLYGON ((1451872 7479209, 1451872 7479709, 1452372 7479709, 1452372 7479209, 1451872 7479209))",18,5,6,17,658.8459208695208,991.9866788315715,2095.509513165102
2143,"POLYGON ((1451372 7479209, 1451372 7479709, 1451872 7479709, 1451872 7479209, 1451372 7479209))",37,23,23,28,208.33678205785472,1299.2440813626024,1652.8630498900607
2083,"POLYGON ((1450872 7479209, 1450872 7479709, 1451372 7479709, 1451372 7479209, 1450872 7479209))",32,15,20,28,390.8074744295933,1254.0942562735488,1254.0942562735488
2084,"POLYGON ((1450872 7479709, 1450872 7480209, 1451372 7480209, 1451372 7479709, 1450872 7479709))",2,1,4,1,745.9239817381441,979.2758383888485,979.2758383888485
2144,"POLYGON ((1451372 7479709, 1451372 7480209, 1451872 7480209, 1451872 7479709, 1451372 7479709))",0,0,0,0,668.6376591400398,1027.6357967419533,1455.3985796769728
2204,"POLYGON ((1451872 7479709, 1451872 7480209, 1452372 7480209, 1452372 7479709, 1451872 7479709))",0,0,0,0,915.2868686419885,593.3276656022438,1943.5505868897053
2145,"POLYGON ((1451372 7480209, 1451372 7480709, 1451872 7480709, 1451872 7480209, 1451372 7480209))",13,16,11,24,1162.2170295096876,618.2551730516972,1415.7732126861372
2085,"POLYGON ((1450872 7480209, 1450872 7480709, 1451372 7480709, 1451372 7480209, 1450872 7480209))",14,6,11,12,862.0627179200899,566.0003087250443,919.3529962348838
2502,"POLYGON ((1454372 7478709, 1454372 7479209, 1454872 7479209, 1454872 7478709, 1454372 7478709))",6,2,4,7,585.3696337068864,2469.0178944890754,4615.29529348875
2442,"POLYGON ((1453872 7478709, 1453872 7479209, 1454372 7479209, 1454372 7478709, 1453872 7478709))",0,0,0,2,313.9607828066855,2073.6554620485363,4140.259265797957
2563,"POLYGON ((1454872 7479209, 1454872 7479709, 1455372 7479709, 1455372 7479209, 1454872 7479209))",0,0,0,0,962.2538115932654,2694.4483478293887,4984.614655939499
2443,"POLYGON ((1453872 7479209, 1453872 7479709, 1454372 7479709, 1454372 7479209, 1453872 7479209))",5,1,3,0,373.78569832509294,1779.9008745077476,4003.4954167651686
2503,"POLYGON ((1454372 7479209, 1454372 7479709, 1454872 7479709, 1454872 7479209, 1454372 7479209))",0,0,0,0,531.8120655824503,2228.014701723708,4493.01451256651
2564,"POLYGON ((1454872 7479709, 1454872 7480209, 1455372 7480209, 1455372 7479709, 1454872 7479709))",1,0,0,2,904.2989427728819,2574.5003489823494,4922.663103670688
2504,"POLYGON ((1454372 7479709, 1454372 7480209, 1454872 7480209, 1454872 7479709, 1454372 7479709))",2,0,6,11,417.90938380641444,2081.3576479996655,4424.184464301546
2444,"POLYGON ((1453872 7479709, 1453872 7480209, 1454372 7480209, 1454372 7479709, 1453872 7479709))",3,4,5,3,177.5948429621817,1592.497180802265,3926.092754392538
2505,"POLYGON ((1454372 7480209, 1454372 7480709, 1454872 7480709, 1454872 7480209, 1454372 7480209))",1,0,3,1,752.64362951389,2049.4023047406813,4411.3078489492245
2565,"POLYGON ((1454872 7480209, 1454872 7480709, 1455372 7480709, 1455372 7480209, 1454872 7480209))",1,1,1,0,1099.8094188878983,2548.735410885162,4911.0936456429545
2385,"POLYGON ((1453372 7480209, 1453372 7480709, 1453872 7480709, 1453872 7480209, 1453372 7480209))",8,7,6,2,859.2850670405504,1052.6371790077246,3411.9245627730247
2326,"POLYGON ((1452872 7480709, 1452872 7481209, 1453372 7481209, 1453372 7480709, 1452872 7480709))",5,2,4,3,969.8490370335462,824.6470702036833,2977.9614047220634
2386,"POLYGON ((1453372 7480709, 1453372 7481209, 1453872 7481209, 1453872 7480709, 1453372 7480709))",4,5,6,7,500.4051208526329,1214.9259970957314,3468.0625695174203
2266,"POLYGON ((1452372 7480709, 1452372 7481209, 1452872 7481209, 1452872 7480709, 1452372 7480709))",12,9,8,27,1413.35412817966,619.7099340594597,2491.796594816808
2327,"POLYGON ((1452872 7481209, 1452872 7481709, 1453372 7481709, 1453372 7481209, 1452872 7481209))",8,2,8,17,976.0336127262992,1244.2037366063628,3123.2167539330476
2387,"POLYGON ((1453372 7481209, 1453372 7481709, 1453872 7481709, 1453872 7481209, 1453372 7481209))",3,5,17,6,512.2887306121352,1531.027539337152,3593.5618472654187
2267,"POLYGON ((1452372 7481209, 1452372 7481709, 1452872 7481709, 1452872 7481209, 1452372 7481209))",10,6,10,4,992.9150328292739,893.0643432910537,2663.696498097055
2328,"POLYGON ((1452872 7481709, 1452872 7482209, 1453372 7482209, 1453372 7481709, 1452872 7481709))",14,3,15,15,1047.2448560064001,1076.9314198423508,3337.770461862523
2388,"POLYGON ((1453372 7481709, 1453372 7482209, 1453872 7482209, 1453872 7481709, 1453372 7481709))",3,2,3,5,880.0421592451395,1570.6851461647686,3781.5229093786443
2268,"POLYGON ((1452372 7481709, 1452372 7482209, 1452872 7482209, 1452872 7481709, 1452372 7481709))",29,28,36,17,607.9026375325705,593.7261470616592,2912.3028341861
1543,"POLYGON ((1446372 7479209, 1446372 7479709, 1446872 7479709, 1446872 7479209, 1446372 7479209))",23,20,26,40,2788.6977292620395,302.41813555742993,533.6419757380057
1603,"POLYGON ((1446872 7479209, 1446872 7479709, 1447372 7479709, 1447372 7479209, 1446872 7479209))",41,35,33,36,2698.843462289564,442.7154338913545,376.8991953363875
1664,"POLYGON ((1447372 7479709, 1447372 7480209, 1447872 7480209, 1447872 7479709, 1447372 7479709))",98,90,98,131,2346.928550571731,156.05015946037733,187.8781978821727
1544,"POLYGON ((1446372 7479709, 1446372 7480209, 1446872 7480209, 1446872 7479709, 1446372 7479709))",52,41,54,55,3230.0575200784037,186.0947208285174,203.25623061946774
1604,"POLYGON ((1446872 7479709, 1446872 7480209, 1447372 7480209, 1447372 7479709, 1446872 7479709))",92,98,123,118,2815.665244436132,97.07723912309146,175.33978467954944
1665,"POLYGON ((1447372 7480209, 1447372 7480709, 1447872 7480709, 1447872 7480209, 1447372 7480209))",80,68,89,70,2579.2030467319146,200.81347652822478,432.3158340679726
1545,"POLYGON ((1446372 7480209, 1446372 7480709, 1446872 7480709, 1446872 7480209, 1446372 7480209))",30,18,29,36,3462.958655650527,18.875154871008085,429.6168352184954
1605,"POLYGON ((1446872 7480209, 1446872 7480709, 1447372 7480709, 1447372 7480209, 1446872 7480209))",77,96,147,91,3012.0068896846915,208.18836553795495,208.18267359302163
1546,"POLYGON ((1446372 7480709, 1446372 7481209, 1446872 7481209, 1446872 7480709, 1446372 7480709))",52,46,97,74,3291.7425577586437,140.05463968777926,519.1323302391155
1606,"POLYGON ((1446872 7480709, 1446872 7481209, 1447372 7481209, 1447372 7480709, 1446872 7480709))",88,77,130,96,2973.339539938842,23.056551521050977,459.36160065672124
1783,"POLYGON ((1448372 7479209, 1448372 7479709, 1448872 7479709, 1448872 7479209, 1448372 7479209))",39,44,81,74,1234.5301098930502,275.3040493536889,1082.643497094036
1723,"POLYGON ((1447872 7479209, 1447872 7479709, 1448372 7479709, 1448372 7479209, 1447872 7479209))",25,18,27,73,1715.7976977107191,591.5402100698597,621.6706634520584
1843,"POLYGON ((1448872 7479209, 1448872 7479709, 1449372 7479709, 1449372 7479209, 1448872 7479209))",16,4,12,12,777.2820884310207,443.2063273981495,810.2295158359639
1844,"POLYGON ((1448872 7479709, 1448872 7480209, 1449372 7480209, 1449372 7479709, 1448872 7479709))",27,23,22,37,1117.3102432977844,451.0132411890833,434.2435114032735
1784,"POLYGON ((1448372 7479709, 1448372 7480209, 1448872 7480209, 1448872 7479709, 1448372 7479709))",60,43,64,44,1472.5078359774564,287.70369249049435,902.3194382100934
1724,"POLYGON ((1447872 7479709, 1447872 7480209, 1448372 7480209, 1448372 7479709, 1447872 7479709))",38,30,54,55,1894.2482609868932,247.3902454122332,566.5163238976743
1785,"POLYGON ((1448372 7480209, 1448372 7480709, 1448872 7480709, 1448872 7480209, 1448372 7480209))",49,38,57,79,1749.1430353499568,554.0470895074766,919.9325667872853
1725,"POLYGON ((1447872 7480209, 1447872 7480709, 1448372 7480709, 1448372 7480209, 1447872 7480209))",73,48,69,99,2175.405987174425,266.42709370418186,869.1415745942352
1845,"POLYGON ((1448872 7480209, 1448872 7480709, 1449372 7480709, 1449372 7480209, 1448872 7480209))",52,48,55,82,1263.4205603899923,169.06844151861173,469.7477898403668
1846,"POLYGON ((1448872 7480709, 1448872 7481209, 1449372 7481209, 1449372 7480709, 1448872 7480709))",12,10,15,18,1222.2112137927345,344.0076925425819,780.6145310650376
1965,"POLYGON ((1449872 7480209, 1449872 7480709, 1450372 7480709, 1450372 7480209, 1449872 7480209))",54,44,39,70,411.93667113036616,163.7138220765808,163.7138220765808
1906,"POLYGON ((1449372 7480709, 1449372 7481209, 1449872 7481209, 1449872 7480709, 1449372 7480709))",38,17,36,54,728.3751817735227,459.4471574207426,379.5591536364294
1966,"POLYGON ((1449872 7480709, 1449872 7481209, 1450372 7481209, 1450372 7480709, 1449872 7480709))",18,5,14,26,259.3464087403462,333.3027738720779,331.4591237630624
2026,"POLYGON ((1450372 7480709, 1450372 7481209, 1450872 7481209, 1450872 7480709, 1450372 7480709))",16,12,20,37,322.4759123243428,688.9477036264931,756.4620530114955
1907,"POLYGON ((1449372 7481209, 1449372 7481709, 1449872 7481709, 1449872 7481209, 1449372 7481209))",2,0,0,2,963.3790241271395,871.0534624754785,803.5242013508525
1967,"POLYGON ((1449872 7481209, 1449872 7481709, 1450372 7481709, 1450372 7481209, 1449872 7481209))",0,0,0,0,681.7839088971388,811.6237940692354,781.9534140683189
2027,"POLYGON ((1450372 7481209, 1450372 7481709, 1450872 7481709, 1450872 7481209, 1450372 7481209))",12,4,7,8,631.7649299408729,831.1586110460082,1037.9070967045532
1908,"POLYGON ((1449372 7481709, 1449372 7482209, 1449872 7482209, 1449872 7481709, 1449372 7481709))",8,4,6,3,1110.4247239982185,1344.0150960904564,1019.2735905193604
1968,"POLYGON ((1449872 7481709, 1449872 7482209, 1450372 7482209, 1450372 7481709, 1449872 7481709))",7,4,5,8,616.0161972703193,1306.28313436554,1270.0539881518512
2028,"POLYGON ((1450372 7481709, 1450372 7482209, 1450872 7482209, 1450872 7481709, 1450372 7481709))",6,1,4,1,160.9622407033726,1186.1704494294404,1441.8173020313625
1666,"POLYGON ((1447372 7480709, 1447372 7481209, 1447872 7481209, 1447872 7480709, 1447372 7480709))",46,36,27,55,2710.337058922382,333.50951472160966,784.7356868171438
1607,"POLYGON ((1446872 7481209, 1446872 7481709, 1447372 7481709, 1447372 7481209, 1446872 7481209))",51,69,82,59,2585.186168405787,10.865479149854126,208.51477860787597
1667,"POLYGON ((1447372 7481209, 1447372 7481709, 1447872 7481709, 1447872 7481209, 1447372 7481209))",7,5,13,26,2277.798603590954,339.9698752088153,696.4144719607013
1547,"POLYGON ((1446372 7481209, 1446372 7481709, 1446872 7481709, 1446872 7481209, 1446372 7481209))",27,16,27,43,2945.8459858098986,295.07668254358043,319.31756769629914
1608,"POLYGON ((1446872 7481709, 1446872 7482209, 1447372 7482209, 1447372 7481709, 1446872 7481709))",1,1,8,2,2241.7910319361768,347.24406960734007,613.1425165798552
1668,"POLYGON ((1447372 7481709, 1447372 7482209, 1447872 7482209, 1447872 7481709, 1447372 7481709))",0,2,0,1,1879.0439015823374,665.7356318910854,904.1340882282279
1548,"POLYGON ((1446372 7481709, 1446372 7482209, 1446872 7482209, 1446872 7481709, 1446372 7481709))",1,3,7,1,2649.6128165573864,545.8506720573967,659.1123134788692
1549,"POLYGON ((1446372 7482209, 1446372 7482709, 1446872 7482709, 1446872 7482209, 1446372 7482209))",2,1,0,0,2421.3400387426045,788.5545207047325,1125.5640250645245
1609,"POLYGON ((1446872 7482209, 1446872 7482709, 1447372 7482709, 1447372 7482209, 1446872 7482209))",0,0,1,0,1966.7400785112256,842.6997358849179,1099.2766159515377
1669,"POLYGON ((1447372 7482209, 1447372 7482709, 1447872 7482709, 1447872 7482209, 1447372 7482209))",0,0,0,0,1540.5341572411323,1016.2521008846505,1284.493589799605
1726,"POLYGON ((1447872 7480709, 1447872 7481209, 1448372 7481209, 1448372 7480709, 1447872 7480709))",9,10,15,38,2218.1839289190843,157.53176164320436,839.6409554010779
1786,"POLYGON ((1448372 7480709, 1448372 7481209, 1448872 7481209, 1448872 7480709, 1448372 7480709))",16,16,16,44,1719.6133567804732,377.5913598284972,638.1049992347354
1727,"POLYGON ((1447872 7481209, 1447872 7481709, 1448372 7481709, 1448372 7481209, 1447872 7481209))",7,6,7,123,2047.8147942929809,600.3526576536821,564.5229925045053
1847,"POLYGON ((1448872 7481209, 1448872 7481709, 1449372 7481709, 1449372 7481209, 1448872 7481209))",7,1,2,7,1375.2705151442958,841.4858567673083,472.2799182574834
1787,"POLYGON ((1448372 7481209, 1448372 7481709, 1448872 7481709, 1448872 7481209, 1448372 7481209))",9,19,33,3,1831.5673166778104,691.5072614532413,144.45506265883685
1848,"POLYGON ((1448872 7481709, 1448872 7482209, 1449372 7482209, 1449372 7481709, 1448872 7481709))",3,2,1,0,1430.5044018410726,1340.8413782958633,580.2909582861877
1728,"POLYGON ((1447872 7481709, 1447872 7482209, 1448372 7482209, 1448372 7481709, 1447872 7481709))",0,2,3,1,1592.4776096630299,1029.1317271819844,657.5526474326208
1788,"POLYGON ((1448372 7481709, 1448372 7482209, 1448872 7482209, 1448872 7481709, 1448372 7481709))",4,2,3,1,1428.6930707756585,1146.2065041989551,366.8194926761326
1849,"POLYGON ((1448872 7482209, 1448872 7482709, 1449372 7482709, 1449372 7482209, 1448872 7482209))",0,3,0,1,942.7525387075646,1807.5274235773409,974.8983902684981
1729,"POLYGON ((1447872 7482209, 1447872 7482709, 1448372 7482709, 1448372 7482209, 1447872 7482209))",0,0,0,0,1174.0632192650232,1362.1284154749953,1022.7730731814635
1909,"POLYGON ((1449372 7482209, 1449372 7482709, 1449872 7482709, 1449872 7482209, 1449372 7482209))",4,1,2,4,1166.1153390190757,1831.398105969196,1285.5379914299053
1969,"POLYGON ((1449872 7482209, 1449872 7482709, 1450372 7482709, 1450372 7482209, 1449872 7482209))",5,0,2,1,711.5180050627246,1803.8897059289347,1689.6120807662219
2029,"POLYGON ((1450372 7482209, 1450372 7482709, 1450872 7482709, 1450872 7482209, 1450372 7482209))",1,1,1,1,390.7566495420197,1387.8119397348246,1892.2006033939213
2030,"POLYGON ((1450372 7482709, 1450372 7483209, 1450872 7483209, 1450872 7482709, 1450372 7482709))",4,2,1,1,728.2778978923799,1610.1737757403048,2362.627586931898
1910,"POLYGON ((1449372 7482709, 1449372 7483209, 1449872 7483209, 1449872 7482709, 1449372 7482709))",0,0,0,0,858.1379889019802,2324.1474709183317,1663.2189280094917
1970,"POLYGON ((1449872 7482709, 1449872 7483209, 1450372 7483209, 1450372 7482709, 1449872 7482709))",0,0,3,1,1064.4434168886073,2041.189677315493,1992.1039778461789
1911,"POLYGON ((1449372 7483209, 1449372 7483709, 1449872 7483709, 1449872 7483209, 1449372 7483209))",0,0,0,1,760.8155581674234,2721.559960296322,2092.8417230092796
2031,"POLYGON ((1450372 7483209, 1450372 7483709, 1450872 7483709, 1450872 7483209, 1450372 7483209))",1,3,8,1,887.1501221608435,1938.7888801366576,2698.953239626708
1971,"POLYGON ((1449872 7483209, 1449872 7483709, 1450372 7483709, 1450372 7483209, 1449872 7483209))",0,0,0,1,1253.7318925436389,2309.349022298401,2362.661112734955
1972,"POLYGON ((1449872 7483709, 1449872 7484209, 1450372 7484209, 1450372 7483709, 1449872 7483709))",0,0,0,0,769.27918168859,2409.0683190383547,2774.140733400053
1789,"POLYGON ((1448372 7482209, 1448372 7482709, 1448872 7482709, 1448872 7482209, 1448372 7482209))",0,0,1,0,940.0018063999952,1627.6966572102485,865.0120318738822
1790,"POLYGON ((1448372 7482709, 1448372 7483209, 1448872 7483209, 1448872 7482709, 1448372 7482709))",0,0,0,0,475.4396929034502,2065.813086636693,1364.5274238233503
1730,"POLYGON ((1447872 7482709, 1447872 7483209, 1448372 7483209, 1448372 7482709, 1447872 7482709))",0,0,0,0,849.0370712659271,1716.0880575388503,1469.6101640586398
1850,"POLYGON ((1448872 7482709, 1448872 7483209, 1449372 7483209, 1449372 7482709, 1448872 7482709))",1,1,3,1,480.8553366579506,2258.92949084507,1436.7032214161404
1851,"POLYGON ((1448872 7483209, 1448872 7483709, 1449372 7483709, 1449372 7483209, 1448872 7483209))",1,0,2,7,271.4062643811008,2727.337438278402,1917.7605224602269
1791,"POLYGON ((1448372 7483209, 1448372 7483709, 1448872 7483709, 1448872 7483209, 1448372 7483209))",0,2,0,5,261.69143497829657,2420.154563225759,1864.3026485647108
1731,"POLYGON ((1447872 7483209, 1447872 7483709, 1448372 7483709, 1448372 7483209, 1447872 7483209))",0,1,0,0,750.5354448236913,2129.4418569687477,1942.5352788003281
1852,"POLYGON ((1448872 7483709, 1448872 7484209, 1449372 7484209, 1449372 7483709, 1448872 7483709))",0,0,0,1,645.0588080928568,3125.594023314202,2406.5524504124837
1732,"POLYGON ((1447872 7483709, 1447872 7484209, 1448372 7484209, 1448372 7483709, 1447872 7483709))",0,0,0,0,951.7052902498593,2573.730176843243,2426.341398992169
1792,"POLYGON ((1448372 7483709, 1448372 7484209, 1448872 7484209, 1448872 7483709, 1448372 7483709))",2,1,1,1,641.0319123833641,2818.991399576364,2364.172929488197
1550,"POLYGON ((1446372 7482709, 1446372 7483209, 1446872 7483209, 1446872 7482709, 1446372 7482709))",0,1,0,0,2281.518592685782,1150.5982699779656,1612.252991084042
1610,"POLYGON ((1446872 7482709, 1446872 7483209, 1447372 7483209, 1447372 7482709, 1446872 7482709))",0,0,0,0,1791.78850369546,1341.5316790309325,1594.0120486112553
1670,"POLYGON ((1447372 7482709, 1447372 7483209, 1447872 7483209, 1447872 7482709, 1447372 7482709))",0,0,0,0,1309.8415916359959,1456.822821600317,1719.7595698942732
1551,"POLYGON ((1446372 7483209, 1446372 7483709, 1446872 7483709, 1446872 7483209, 1446372 7483209))",0,0,0,0,2161.5534056270735,1589.3188873315212,2105.190024676971
1671,"POLYGON ((1447372 7483209, 1447372 7483709, 1447872 7483709, 1447872 7483209, 1447372 7483209))",0,1,0,1,1248.2485732947553,1926.6284370678618,2138.051040859956
1611,"POLYGON ((1446872 7483209, 1446872 7483709, 1447372 7483709, 1447372 7483209, 1446872 7483209))",0,0,0,1,1747.2680239528474,1840.9974597556065,2091.253151547616
1552,"POLYGON ((1446372 7483709, 1446372 7484209, 1446872 7484209, 1446872 7483709, 1446372 7483709))",0,0,0,0,1840.1831983683223,2056.2083241688138,2600.824940810014
1612,"POLYGON ((1446872 7483709, 1446872 7484209, 1447372 7484209, 1447372 7483709, 1446872 7483709))",0,0,0,0,1454.4596457045031,2263.6486930704423,2589.556926695728
1672,"POLYGON ((1447372 7483709, 1447372 7484209, 1447872 7484209, 1447872 7483709, 1447372 7483709))",0,0,0,0,1159.5824758975402,2408.6223314379517,2585.5273211478057
1673,"POLYGON ((1447372 7484209, 1447372 7484709, 1447872 7484709, 1447872 7484209, 1447372 7484209))",0,0,0,0,747.3905248180085,2896.7267624828955,3049.3672792041884
2032,"POLYGON ((1450372 7483709, 1450372 7484209, 1450872 7484209, 1450872 7483709, 1450372 7483709))",0,0,2,0,774.1298233828602,1943.2987853378686,3065.6219376777217
1912,"POLYGON ((1449372 7483709, 1449372 7484209, 1449872 7484209, 1449872 7483709, 1449372 7483709))",0,0,0,1,959.8332246294045,2886.314286853206,2548.2691680134294
1973,"POLYGON ((1449872 7484209, 1449872 7484709, 1450372 7484709, 1450372 7484209, 1449872 7484209))",1,0,0,1,334.27123773648066,2295.1033244238783,3210.8481875960424
2033,"POLYGON ((1450372 7484209, 1450372 7484709, 1450872 7484709, 1450872 7484209, 1450372 7484209))",1,0,1,4,345.2879732182839,1800.083129492327,3465.7938686324546
1913,"POLYGON ((1449372 7484209, 1449372 7484709, 1449872 7484709, 1449872 7484209, 1449372 7484209))",0,2,0,2,777.3356651450949,2791.8988639419204,3017.841120358602
1914,"POLYGON ((1449372 7484709, 1449372 7485209, 1449872 7485209, 1449872 7484709, 1449372 7484709))",2,2,4,3,790.0617300597336,2785.4242711779902,3495.8624547894715
2034,"POLYGON ((1450372 7484709, 1450372 7485209, 1450872 7485209, 1450872 7484709, 1450372 7484709))",0,1,4,0,373.05574040296233,1790.024686162217,3889.1408324885488
1974,"POLYGON ((1449872 7484709, 1449872 7485209, 1450372 7485209, 1450372 7484709, 1449872 7484709))",2,1,0,4,362.88298579058625,2287.222851794025,3663.7733771165754
2035,"POLYGON ((1450372 7485209, 1450372 7485709, 1450872 7485709, 1450872 7485209, 1450372 7485209))",0,0,0,0,807.1425836018122,1915.2225669768509,4328.868869578881
